-96.165976,4365.063428,26.253218
-93.819045,4208.442414,24.097021
-80.475040,1929.460554,8.926592
-80.475040,1929.460554,8.926592
-101.870262,6641.446466,37.805085
-85.937293,2096.465712,9.740049
-85.937293,2096.465712,9.740049
-92.268795,2849.480296,16.729733
-91.157646,2289.718049,14.248265
-92.264052,2382.326608,13.581972
-90.929228,2369.863322,13.635931
-90.929228,2369.863322,13.635931
-98.376282,9706.281668,37.117282
-98.376282,9706.281668,37.117282
-98.135379,9562.353034,36.932038
-96.301922,8211.496180,31.658601
-98.082130,10031.655495,36.561972
-96.171676,8280.415686,31.618287
-97.645613,8935.239785,36.534907
-96.652239,8340.828243,32.296910
-96.850214,8364.290755,32.297874
-102.459634,11273.478528,44.775882
-102.416848,10646.301193,43.884253
-102.416848,10646.301193,43.884253
-96.861647,8615.173763,35.706555
-97.487626,8728.217178,36.078722
-97.487626,8728.217178,36.078722
-97.296700,8655.930062,35.534638
-97.039603,8644.515271,34.849321
-102.794383,11540.809212,45.777368
-102.794383,11540.809212,45.777368
-99.386018,10227.508417,37.635128
-99.034315,10244.746833,37.449365
-103.052671,11502.764791,46.102036
-103.052671,11502.764791,46.102036
-99.445166,10269.736085,37.174408
-103.115481,11888.609507,47.351305
-103.115481,11888.609507,47.351305
-103.954902,12217.347477,49.212194
-103.954902,12217.347477,49.212194
-103.901266,12070.263432,48.857436
-103.723469,12013.515806,47.909342
-105.458361,12738.048887,52.529706
-104.070986,12528.733928,50.831921
-104.598163,12577.920395,50.280964
-105.096210,12569.041308,51.381200
-105.013465,12591.920213,51.150979
-105.104608,12602.403811,50.942156
-105.373632,12672.056797,51.791394
-105.373632,12672.056797,51.791394
-105.305700,12616.724422,51.241336
-104.812373,12651.510118,50.752084
-104.812373,12651.510118,50.752084
-104.812373,12666.994883,50.835597
-105.104608,12660.850498,50.894402
-105.104608,12660.850498,50.894402
-104.812373,12659.188420,50.716345
-104.812373,12659.188420,50.716345
-92.673953,7022.500731,39.974938
-90.929228,2369.863325,13.635931
-90.929228,2369.863325,13.635931
-86.680793,3354.205061,19.533974
-100.892371,9969.908107,40.935821
-97.378108,8380.437778,38.837709
-101.889642,11093.184754,44.229801
-96.171676,8330.038315,31.618287
-96.171676,8330.038315,31.618287
-99.605852,8982.370566,39.203801
-97.514547,9033.379573,37.070029
-101.614237,10682.542645,41.858126
-100.875316,10415.017643,40.768241
-97.448516,8642.195763,38.645240
-97.448516,8642.195763,38.645240
-96.660800,8685.330091,33.475465
-97.447402,8935.176844,37.448509
-101.521734,10359.734440,43.148592
-96.833492,8994.010090,36.977276
-101.765085,10506.910689,42.183983
-101.305999,10608.422986,41.552385
-96.391051,8558.072301,32.859708
