245.214076,52.802146,178.786140,63.128668,113.794889,135.855851,269.295254,87.894542,167.164296,223.656871,34.738507,151.653308
245.214076,52.802146,178.786140,63.128668,113.794889,135.855851,269.295254,87.894542,167.164296,223.656871,34.738507,151.653308
245.214076,52.802146,178.786140,63.128668,113.794889,135.855851,269.295254,87.894542,167.164296,223.656871,34.738507,151.653308
245.214076,52.802146,178.786140,63.128668,113.794889,135.855851,269.295254,87.894542,167.164296,223.656871,34.738507,151.653308
245.214076,52.802146,178.786140,63.128668,113.794889,135.855851,269.295254,87.894542,167.164296,223.656871,34.738507,151.653308
225.058515,48.432924,167.432170,157.425142,87.907391,35.712687,231.361434,96.856459,102.722632,221.113503,36.178623,148.121406
243.224555,52.355007,177.353554,148.589170,78.105528,27.589059,229.839461,122.792715,48.208363,205.673466,32.390556,140.119609
221.379927,45.705244,162.648628,49.671904,106.564027,133.368043,227.776850,69.538525,150.003126,215.081933,31.720662,150.647226
221.379927,45.705244,162.648628,49.671904,106.564027,133.368043,227.776850,69.538525,150.003126,215.081933,31.720662,150.647226
232.331434,50.102729,171.145072,154.860941,83.715356,34.693460,213.492564,106.726519,66.152581,213.626210,38.092891,141.059725
236.387803,51.148655,171.356664,130.272484,62.614301,27.947089,196.799024,103.508585,52.517580,191.814786,35.762092,125.641656
218.762416,47.310462,173.966169,144.809417,82.046622,31.114547,217.607859,69.486673,137.469715,173.100398,36.300623,108.368093
233.752284,50.530403,169.595379,132.610573,63.880694,28.143177,172.905422,90.792046,41.614396,161.956549,24.360859,108.152922
50.198987,79.148448,154.828117,14.247120,31.240997,23.846040,41.567355,22.086760,15.236900,47.326096,17.107673,21.488365
219.179082,46.568673,160.405984,120.119005,71.172337,34.671601,160.605974,81.006547,43.173257,165.273770,27.803065,115.228072
205.666930,44.343200,150.701644,36.807979,21.421532,9.614124,138.836196,69.972349,45.192992,44.259082,10.468951,27.809392
202.958722,43.503209,153.702352,45.836940,25.619587,11.166116,157.543299,78.841147,49.424639,53.192169,12.851921,33.241773
206.906337,48.284568,147.335715,35.189885,17.091768,8.219124,167.161828,83.999375,53.631828,61.857577,15.233298,38.554726
201.393874,43.058376,156.254988,33.747835,19.342535,8.729681,127.707729,64.425267,41.567213,43.605123,10.634186,27.273235
201.393874,43.058376,156.254988,33.747835,19.342535,8.729681,127.707729,64.425267,41.567213,43.605123,10.634186,27.273235
199.676825,43.092297,161.834339,119.807174,67.457639,34.240543,179.061329,88.808572,58.483038,137.904396,36.713412,79.394482
199.676825,43.092297,161.834339,119.807174,67.457639,34.240543,179.061329,88.808572,58.483038,137.904396,36.713412,79.394482
205.199554,44.098485,159.633113,118.957976,71.584199,34.966202,163.497215,82.705327,45.269828,149.426082,37.331453,87.411731
223.691013,48.029233,163.086828,42.007346,21.606265,8.207330,190.966510,98.316909,53.288943,167.894554,38.374931,106.322844
205.695948,43.751166,152.878671,50.509863,27.574581,12.208341,170.259123,85.015187,55.509717,53.667161,12.922324,33.570406
99.606794,54.789159,40.980202,28.085111,17.992322,10.067915,108.489479,55.848510,40.985260,47.939635,8.267300,32.762702
66.467556,22.817663,24.946212,40.435071,23.221968,11.099097,117.614318,62.723255,33.223096,38.272362,13.808929,22.254185
203.341041,43.218882,152.058990,33.390065,19.137715,8.636503,123.906617,63.196040,40.239220,36.746361,8.978279,22.946034
