12.315787,24.321207,22.955802,6.021221,19.363912,16.362150,19.192286,8.784605,20.883174,5.778733,42.716744,13.176086
11.797354,26.329715,32.869736,6.668078,20.847822,14.446309,7.441318,9.384235,21.379140,8.067622,42.351750,12.355023
7.658279,28.065636,31.860098,5.003993,21.080015,12.302925,18.181159,21.111958,22.901065,1.973894,43.754186,12.477661
11.698069,25.313635,30.316090,7.571052,20.135791,16.530757,19.422011,10.104039,9.224520,5.042474,43.555300,11.989298
9.609817,21.006282,22.434603,5.145447,21.863221,10.345962,19.694758,19.551050,18.228728,5.496011,44.278457,11.757429
11.919472,25.829183,31.583777,7.214927,20.399904,15.472905,14.649058,9.798391,15.617531,5.370501,43.475910,12.043831
9.005159,27.606754,32.303960,6.874074,22.080058,15.823635,9.941891,21.299185,22.773932,7.100868,46.204973,13.577451
9.005159,27.606754,32.303960,6.874074,22.080058,15.823635,9.941891,21.299185,22.773932,7.100868,46.204973,13.577451
8.516175,27.702111,32.131816,6.414381,21.014310,9.276742,12.725072,13.009268,21.888768,6.508063,44.670366,12.149790
12.142293,26.340942,32.852504,6.700326,20.791807,13.954242,10.168002,9.470425,21.560192,7.777340,42.918364,12.424528
12.142293,26.340942,32.852504,6.700326,20.791807,13.954242,10.168002,9.470425,21.560192,7.777340,42.918364,12.424528
12.142293,26.340942,32.852504,6.700326,20.791807,13.954242,10.168002,9.470425,21.560192,7.777340,42.918364,12.424528
12.142293,26.340942,32.852504,6.700326,20.791807,13.954242,10.168002,9.470425,21.560192,7.777340,42.918364,12.424528
12.263456,24.045535,20.189099,4.641554,17.576626,14.848371,16.993098,20.344822,19.040219,6.645377,41.081752,14.205917
8.374443,27.747368,32.082024,6.153583,21.203500,5.398828,14.468962,15.409450,22.101295,6.074258,45.272919,12.056035
10.270662,26.775397,32.325648,6.343744,20.944344,10.056961,13.903968,13.405133,21.593473,5.880661,43.891817,12.168123
12.250278,26.295229,32.838201,6.672541,19.044864,14.092679,11.423171,9.702640,21.496342,8.961538,43.398033,12.375834
6.256966,26.518343,32.915536,4.355404,20.869309,14.556879,19.763313,20.311543,21.375964,4.223055,43.280490,12.384616
11.916531,25.823400,31.572586,7.052826,20.522783,14.998088,14.941155,9.798879,15.203907,7.454633,42.996525,12.372576
12.228681,23.927354,28.588467,4.656732,21.581410,11.358927,19.793112,19.730799,19.164471,2.021636,43.412712,12.225631
7.714774,27.520117,29.237847,5.913848,20.693363,6.161949,17.478765,21.225531,22.618364,6.252795,44.812169,12.815606
9.143766,27.551180,32.176681,6.007416,20.865244,11.919105,16.997663,8.024645,22.789546,7.070170,43.834085,12.216892
5.136780,26.527043,32.450710,7.113650,21.490657,15.296665,15.410597,18.039018,20.838682,7.427375,44.664036,12.796284
7.034585,26.324105,31.292346,6.207958,20.175778,13.191398,18.516140,18.433961,20.291765,6.573603,41.610980,12.875056
7.766147,26.655722,32.661104,6.934247,18.507123,14.434222,16.487283,19.822140,20.951003,6.395249,42.154630,12.852604
5.361599,26.382229,32.405573,6.757957,20.880251,15.745300,19.324025,12.933616,20.564989,6.546592,44.460608,11.908678
