-98.452685,4690.064558,5.740311
-101.467018,3138.362237,22.647574
-104.694501,6486.662370,18.916962
-98.070830,3683.186229,15.313953
-85.058275,2515.421604,5.702542
-98.997675,7568.954980,8.250374
-91.079810,2482.149128,6.702778
-101.531702,3781.242417,19.617011
-105.623679,6526.472860,27.489221
-95.694463,2803.202714,9.834458
-94.506167,2321.790183,9.738477
-110.357189,4733.377858,35.654436
-109.756815,4646.113996,32.435346
-80.193428,1592.466802,7.389595
-93.426273,2920.229861,5.397719
-103.705106,5297.438963,15.969630
-95.016184,3653.738798,4.667888
-97.627991,2675.980746,17.166288
-106.939407,4357.306849,30.727519
-98.331467,4660.588977,4.975038
-93.463137,3015.432397,5.379425
-98.785627,5969.365128,5.660854
-97.112084,4256.679156,6.370011
-94.910004,2489.059097,14.280802
-100.100736,4177.816717,15.107140
-103.176313,3894.344503,32.993959
-98.311286,3856.850578,10.315903
-96.952948,3387.579682,10.246471
-107.415580,6878.033727,27.719177
-96.237492,3186.475266,15.681527
-90.968663,1891.090738,7.142443
-98.550406,3447.862082,18.220106
-98.846125,5437.739887,14.056597
-114.585621,9310.360430,57.386971
-113.252181,6362.340841,54.317954
-110.180274,5813.766265,28.185448
-97.029514,4215.033867,5.421082
-65.912526,1743.449075,4.215074
-103.766146,4127.523954,19.780313
-102.433738,4036.529191,25.532262
-105.537873,5372.590445,27.784999
-98.881240,5886.253506,6.511175
-95.921989,3624.584976,6.885684
-112.150825,6818.708745,41.080891
-104.547299,4720.678710,27.667921
-100.221555,3922.741121,16.041331
-96.360062,4054.518136,5.214035
-98.846125,5437.739887,14.056597
-93.507340,3086.844027,6.217869
-107.415580,6878.033727,27.719177
-110.638751,5003.170448,38.446438
-110.048734,5464.847351,28.620542
-101.659308,3247.966371,23.750758
-103.182470,4663.136625,18.841670
-65.900160,1794.610418,4.189771
-113.279289,6301.636534,54.600645
-98.567501,3585.142875,18.200418
-87.799641,2600.209173,6.283325
-98.452685,4742.429328,5.672321
-106.598816,4421.213596,29.194280
-82.023377,1640.976223,8.690396
-97.432718,3681.630384,14.039419
-104.626806,6320.577154,17.745216
-98.870977,7302.922109,6.236924
-91.082110,2798.565576,9.725720
-111.716605,6301.862028,40.702170
-103.176313,3894.761128,32.993652
-105.623679,6526.472860,27.489221
-98.284178,3714.093531,9.744083
-98.311286,3857.120657,10.246922
-98.131316,2766.042967,17.773469
-98.881240,5906.597135,6.276050
-98.997675,7568.954980,8.250374
-103.733516,5539.167416,16.890070
-101.983525,3797.810809,23.576655
-100.271031,3882.848466,16.938830
-107.415580,6878.033727,27.719177
-106.598816,4434.173578,29.175842
-96.908745,3351.033963,10.428191
-110.638751,5006.425386,38.435458
